Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building,Length of Lease (Date), Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Organization Mission,Funded by A&C,Funded by 4Culture,"Stability Index (5=very stable, 1=very uncertain)","Control Index (5=very in control, 1 = very out of control) ",Constituency over 50% one race,Specific Demographics and Community,Organization Leadership,Organization Artists,Closed Date,Closed?,Address,Location,Latitude,Longitude
Northgate Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,10510 5th Ave NE Seattle WA 98125,"(47.705193, -122.322426)",47.705193,-122.322426
Blue Cone Studios,(206) 476-6101,blieconestudios.com,1000,Capitol Hill,O,Studios,2015,R,1950,2020,2015,,0,0,N,0,N,,N,Yes,N,"Blue Cone is a coalition of independant artists dedicated to seeking out, collaborating with, and promoting local artists from historically marginalized communities.",N,"Yes, previously",3,2,POC - BIPOC - Queer/trans - Neurodivergent,POC - BIPOC - Queer/trans - Neurodivergent,Yes,Yes,,,"1520 11th Ave, Door B","(47.614728, -122.31782)",47.614728,-122.31782
Ravenna-Eckstein Community Center & Yesler,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,917 E Yesler Way Seattle WA 98122,"(47.601715, -122.320429)",47.601715,-122.320429
Seattle Academy of Arts and Sciences,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,1201 E Union St Seattle WA 98122,"(47.6127129, -122.3163494)",47.6127129,-122.3163494
Thrive Art School,(206) 522-1659,www.drawingschool.com,1200,Ravenna,N,Visual,2000,R,1940,,2000,0,0,0,N,0,I don't know.,0,I don't know.,N,N,,N,,5,,,,,,,0,6329 Ravenna Ave NE Seattle WA 98115,"(47.675001, -122.303815)",47.675001,-122.303815
World Beads,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,98 Virginia St Seattle WA 98101,"(47.610974, -122.34275)",47.610974,-122.34275
Washington Ensemble Theatre (CLOSED),(206) 325-5105,www.washingtonensemble.org,800,Capitol Hill,Y,Performance,2003,R,,It's month to month.,2003,0,1,49,Y,,N,0,Y,Y,Y,,Y,,4,,,,,,2014-07-31T00:00:00.000,1,608 19th Ave E Seattle WA 98112,"(47.6247086, -122.307185)",47.6247086,-122.307185
Seattle Yarn,(206) 935-2010,www.seattleyarn.com,1800,West Seattle,N,Service/Supply,1998,R,1982,2016-12-31T00:00:00.000,1998,0,0,0,N,0,Y,5,Y,N,N,,N,,3,,,,,,,0,5633 California Ave SW Seattle WA 98136,"(47.5511485, -122.3874063)",47.5511485,-122.3874063
St. Stephens Episcopal Church,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,,0,4805 NE 45th St Seattle WA 98105,"(47.661064, -122.275932)",47.661064,-122.275932
The Control Room,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,2220 NW Market St Seattle WA 98107,"(47.66909, -122.385796)",47.66909,-122.385796
Burke Museum,(206) 543-5590,www.burkemuseum.org,60000,University District,Y,Arts/Cultural Training or Education,1962,O,1962,0,1885,3,1,80,Y,17466,Y,,Y,Y,Y,,,,5,,,,,,,0,17 Ave NE and Northeast 45th St Seattle WA 98105,"(47.6609225, -122.3151058)",47.6609225,-122.3151058
High Point Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,6920 34th Ave SW Seattle WA 98126,"(47.540237, -122.37336)",47.540237,-122.37336
Woodside/Braseth Gallery,(206) 622-7243,www.woodsidebrasethgallery.com,4200,South Lake Union,N,Visual,2003,R,1920,2014,1959,4,0,0,Y,4200,,0,Y,N,N,,N,,1,,,,,,,0,2101 9th Ave Seattle WA 98121,"(47.6171641, -122.3374413)",47.6171641,-122.3374413
Howard House,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,604 2nd Ave Seattle WA 98104,"(47.602619, -122.3323144)",47.602619,-122.3323144
Dakota Art Store,(206) 523-4830,www.dakotaartstores.com,2000,Ballard,N,Visual,2011,R,1930,2017,1990,3,0,0,N,0,Y,0,Y,N,N,,N,,4,,,,,,,0,2000 NW Market St Seattle WA 98107,"(47.66867, -122.382344)",47.66867,-122.382344
Cinerama,(206) 448-6680,www.cinerama.com,14000,Belltown,N,Cinema,2009,O,1963,0,2009,3,1,797,Y,60,Y,0,N,N,N,,N,,5,,,,,,,0,2100 4th Ave Seattle WA 98121,"(47.6141557, -122.3413991)",47.6141557,-122.3413991
The Movement Lab,(425) 289-6851,www.themovementlab.youcanbook.me,1800,University District,N,Multi-use,2014,R,1940,2016,2011,0,0,,N,,N,2,N,Y,N,,N,,1,,,,,,,0,4336 University Way NE Seattle WA 98105,"(47.7203793, -122.2979988)",47.7203793,-122.2979988
Veronica Mt Baker Lofts,,,,,,Live/Work,,,,,,,,,,,,,,,,,,,,,,,,,,0,"2915 Rainer Avenue South, Suite 12B Seattle WA 98144","(47.577168, -122.297668)",47.577168,-122.297668
Porchlight Coffee & Records,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1517 14th Ave Seattle WA 98122,"(47.614417, -122.314238)",47.614417,-122.314238
Seattle Center Pottery Northwest,(206) 285-4421,www.potterynorthwest.org,10600,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,1973,R,1965,2033,1965,1,0,0,Y,360,Y,2,Y,Y,Y,,Y,,4,,,,,,,0,226 1st Ave N Seattle WA 98109,"(47.6207729, -122.3551686)",47.6207729,-122.3551686
Tune HiFi,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,2121 1st Ave Seattle WA 98121,"(47.612072, -122.344917)",47.612072,-122.344917
Creative Music Adventures,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,4501 Interlake Ave N #2 Seattle WA 98103,"(47.661797, -122.340996)",47.661797,-122.340996
Adefua Cultural Exchange Workshop,(206) 722-6602,www.planetafua.com,500,Rainier Valley,Y,Performance,1994,R,1905,2016-09-14T00:00:00.000,1986,1,0,0,N,0,Partial,3,Y,N,N,,N,,3,,,,,,,0,6716 Rainier Ave S Seattle WA 98118,"(47.5420331, -122.272057)",47.5420331,-122.272057
Light in the Attic Records,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,913 NW 50th St Seattle WA 98107,"(47.664829, -122.369316)",47.664829,-122.369316
University of Washington Elisabeth C. Miller Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,3501 Northeast 41st Street Seattle WA 98105,"(47.658408, -122.290305)",47.658408,-122.290305
Art With A Heart,,,,First Hill,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,316 Broadway Suite 316 Seattle WA 98122,"(47.604534, -122.320335)",47.604534,-122.320335
Belle and Wissell/Oxbow,(206) 322-7908,www.bwco.info,11250,Georgetown,N,Multi-use,2011,O,1925,0,2003,1,1,,Y,2500,Y,8,Y,Y,Y,,Y,,5,,,,,,,0,6014 12th Ave S Seattle WA 98108,"(47.5487509, -122.3170704)",47.5487509,-122.3170704
Saint Marks,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,,0,1245 10th Ave East Seattle WA 98102,"(47.631859, -122.321548)",47.631859,-122.321548
Gage Academy of Art,(206) 323-4243,www.gageacademy.org,18000,Capitol Hill,Y,Visual,2004,R,1925,2013,1989,2,1,,Y,400,N,180,Y,N,Y,,Y,,3,,,,,,,0,1501 10th Ave East #101 Seattle WA 98102,"(47.6325497, -122.3206894)",47.6325497,-122.3206894
studio e,206-762-3322,studioegallery.net,2000,Georgetown,,Visual,2014,Own,2014,,2014,0,2000,50,Y,2000,Y,,Y,No,N,on site,N,No,5,5,,,N/A,N/A,,,609 S. Brandon St,"(47.55391, -122.326409)",47.55391,-122.326409
University of Washington Kane Walker-Ames Room,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,,0,4069 Spokane Ln Seattle WA 98105,"(47.65663, -122.309154)",47.65663,-122.309154
Laurelhurst Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,4554 NE 41st St Seattle WA 98105,"(47.659863, -122.278038)",47.659863,-122.278038
Green Lake Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,7201 East Green Lake Dr N Seattle WA 98115,"(47.680391, -122.325888)",47.680391,-122.325888
Chihuly Workshop,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,1111 NW 50th St Seattle WA 98107,"(47.665052, -122.37122)",47.665052,-122.37122
Efflux Creations,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 Yesler Way,"(47.601543, -122.33117)",47.601543,-122.33117
Gallery Context,(206) 553-9437,www.gallerycontext.wordpress.com,3000,Georgetown,,Visual,2011,R,1977,,2012,1,0,0,Y,3000,Y,50,N,N,N,,N,,2,,,,,,,0,5701 Sixth Ave South Seattle WA 98108,"(47.5514664, -122.3283134)",47.5514664,-122.3283134
West Seattle Fabric Company,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,"3400 Harbor Ave SW #106 Seattle, WA 98126","(47.572735, -122.37043)",47.572735,-122.37043
Martin-Zambito Fine Art,(206) 726-9509,www.martin-zambito.com,1200,First Hill,N,Visual,2009,R,1907,It's month to month.,1989,1,0,,Y,600,Y,2,N,N,N,,N,,5,,,,,,,0,1117 Minor Ave Seattle WA 98101,"(47.610901, -122.3254749)",47.610901,-122.3254749
Arts and Visually Impaired Audiences,(206) 323-7190,www.artsvia.org,90,Capitol Hill,Y,Arts/Cultural Administration or Advocacy,2010,R,1995,No date.,1991,4,0,,N,,Y,0,N,N,N,,Y,,4,,,,,,,0,400 Harvard Ave. E. #202 Seattle WA 98102,"(47.622562, -122.321693)",47.622562,-122.321693
Glassybaby University Village,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2627 NE Village Lane Seattle WA 98105,"(47.6604, -122.280525)",47.6604,-122.280525
Ballard Community Center,(206) 684-4093,www.seattle.gov,100,Ballard,N,Community Center,1980,O,1980,,1980,1,0,,I don't know.,,Partial,25,I don't know.,Y,N,,N,,3,,,,,,,0,6020 28th Avenue NW Seattle WA 98115,"(47.672783, -122.391548)",47.672783,-122.391548
Flamenco Gitana,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,9250 14th Ave NW Seattle WA 98117,"(47.6973909, -122.3736435)",47.6973909,-122.3736435
Allied Arts Foundation,,,,Madison Park,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,1620 43rd Ave E #16A Seattle WA 98112,"(47.63382, -122.276352)",47.63382,-122.276352
Duwamish Longhouse,(206) 431-1582,www.duwamishtribe.org,6044,West Seattle,Y,Performance,2008,O,2009,0,1982,5,0,0,Y,700,Y,26,Y,Y,N,,N,,4,,,,,,,0,4705 W Marginal Way SW Seattle WA 98106,"(47.56093545, -122.352001)",47.56093545,-122.352001
Monster Art & Clothing,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,5000 20th Ave NW Seattle WA 98107,"(47.665687, -122.382206)",47.665687,-122.382206
West Seattle Art Nest,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4138 California Ave SW Seattle WA 98116,"(47.56538, -122.386383)",47.56538,-122.386383
Neighbours,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1509 Broadway, Seattle WA 98122","(47.614395, -122.321198)",47.614395,-122.321198
Cleopatra Park Audio Recording,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
STG Neptune Theatre,(206) 682-1414,www.stgpresents.org/neptuneâ€Ž,16854,University District,Y,Performance,2010,R,1921,,1991,1,1,850,N,0,Y,0,Y,Y,Y,,Y,,5,,,,,,,0,1303 NE 45th St Seattle WA 98105,"(47.6609714, -122.3138972)",47.6609714,-122.3138972
Ted Brown Music,(206) 622-0171,www.tedbrownmyusic.com,2000,University District,Government,Music,2012,R,1960,,1931,4,0,0,No,,I don't know.,10,Y,Y,N,,N,,5,,,,,,,0,1006 NE 65th St Seattle WA 98105,"(47.675826, -122.317088)",47.675826,-122.317088
Cornish College of the Arts- Annex,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,1020 Virginia St Seattle WA 98101,"(47.61760085, -122.3345624)",47.61760085,-122.3345624
REDred Photo School & Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,815 Seattle Blvd S Seattle WA 98134,"(47.595513, -122.327132)",47.595513,-122.327132
Mainframe,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,5628 Airport Way S #110 Seattle WA 98108,"(47.551844, -122.319481)",47.551844,-122.319481
Grand Illusion,(206) 523-3935,www.grandillusioncinema.org,1000,University District,Y,Cinema,1973,R,1920,,2003,0,1,70,N,0,N,0,Y,Y,N,,N,,3,,,,,,,0,1403 NE 50th St. Seattle WA 98105,"(47.664752, -122.3127097)",47.664752,-122.3127097
Jack Straw Cultural Center,(206) 634-0919,http://www.jackstraw.org,12000,University District,N,"Music, Literary, Arts/Cultural Training or Education, Performance, Visual",1989,O,1924,0000,1962,2,,,Y,900,Y,,Y,Yes,N,"Jack Straw Cultural Center, which exists to foster the communication of arts, ideas, and information to diverse audiences through sound, provides creation and production opportunities in audio media, including radio, theater, film, video, music, and literature.",C,"Yes, currently",5,5,General,General,N/A,N/A,,,4261 Roosevelt Way NE,"(47.659306, -122.318079)",47.659306,-122.318079
Seattle Art Museum Olympic Sculture Park,(206) 654-3100,www.seattleartmuseum.org/visit/OSP,392040,Downtown,Y,Visual,2007,O,2007,0,1933,0,1,300,Y,,Y,,Y,Y,Y,,Y,,5,,,,,,,0,2901 Western Ave Seattle WA 98121,"(47.6163466, -122.3538499)",47.6163466,-122.3538499
Design In Public,(206) 448-4938 x107,www.designinpublic.org,2500,Belltown,Y,Arts/Cultural Training or Education,2011,R,1993,2015-10-31T00:00:00.000,2011,0,0,0,Y,500,Y,0,Y,N,Y,,I don't know.,,4,,,,,,,0,1911 1st Ave Seattle WA 98101,"(47.610493, -122.341634)",47.610493,-122.341634
Seattle Central Community College Broadway Performance Hall,(206) 325-3113,www.broadwayperfhall.com,20000,Capitol Hill,,Performance,1979,Other,1979,0,,0,1,295,N,0,Y,,Y,Y,N,,N,,5,,,,,,,0,1625 Broadway Seattle WA 98122,"(47.6157581, -122.321786)",47.6157581,-122.321786
eXit Space School of Dance,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,414 NE 72nd St Seattle WA 98115,"(47.6808468, -122.3238474)",47.6808468,-122.3238474
Music4Life,(206) 409-3275,www.music4life.org,500,Queen Anne,Y,Arts/Cultural Training or Education,2013,R,2005,It's month to month.,2007,1,0,0,N,0,Y,1,N,N,N,,N,,3,,,,,,,0,422 1st Ave W #101 Seattle WA 98199,"(47.622452, -122.358414)",47.622452,-122.358414
Theater Schmeater,(206) 324-5801,www.schmeater.org,3000,Capitol Hill,Y,Performance,,R,2008,2018,1991,1,1,48,Y,,Y,0,Y,Y,,,Y,,3,,,,,,2013-11-01T00:00:00.000,1,1500 Summit Ave Seattle WA 98122,"(47.61344, -122.34325)",47.61344,-122.34325
Blessed Sacrament Church,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,,0,5041 9th Ave NE Seattle WA 98105,"(47.665938, -122.318411)",47.665938,-122.318411
Electrokitty Recordings,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,4415 Densmore Ave N Seattle WA 98103,"(47.66083775, -122.3376838)",47.66083775,-122.3376838
Brooke Westlund Studio + Gallery,(425) 681-6037,www.brookewestlund.com,500,Pike Market,N,Visual,2014,R,1905,2018,2011,2,0,,Y,400,Y,0,Y,Y,N,,N,,5,,,,,,,0,1516 Western Ave Seattle WA 98101,"(47.6088638, -122.3413696)",47.6088638,-122.3413696
Hillman Guitar Instruction,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,2412 Westlake Ave N Suite 2A Seattle WA 98109,"(47.640102, -122.341103)",47.640102,-122.341103
Radio Variedades KXPA 1540 AM,(206) 571-3485,www.kxpa.com,1640,Leschi,N,Music,2003,R,1954,2019,1997,1,0,0,0,0,I don't know.,20,N,N,N,,I don't know.,,3,,,,,,,0,"114 LakeSide Ave S Seattle, WA 98122","(47.601443, -122.28545)",47.601443,-122.28545
The Factory,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,1216 10th Ave Seattle WA 98122,"(47.612338, -122.319368)",47.612338,-122.319368
Barnes & Noble - Downtown,,,,Downtown,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,1,600 Pine St Suite 107 Seattle WA 98101,"(47.61287415, -122.3352762)",47.61287415,-122.3352762
Holy Cow Records,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1501 Pike Pl Suite 325 Seattle WA 98121,"(47.608707, -122.341049)",47.608707,-122.341049
The Pioneer Collective,(206) 310-2863,www.thepioneercollective.com,6000,Pioneer Square,N,Multi-use,2015,R,1908,2021,2014,0,0,,N,0,I don't know.,0,Y,Y,N,,N,,5,,,,,,,0,100 South King Street Suite 100 Seattle WA 98104,"(47.598572, -122.333794)",47.598572,-122.333794
Vetri Glass Gallery,(206) 667-9608,www.vetriglass.com,1500,Downtown,N,Visual,2004,O,1950,2017,2004,1,0,0,Y,1500,Y,0,Y,N,N,,N,,4,,,,,,,0,1404 1st Ave Seattle WA 98101,"(47.6081315, -122.3390359)",47.6081315,-122.3390359
Municipal Tower Gallery,(206) 684-7171,www.seattle.gov/arts/publicart/municipal_tower.asp,625,Downtown,,Visual,2003,Other,1990,0,1970,3,0,0,Y,625,Y,0,Partial,N,N,,Y,,5,,,,,,,0,700 Fifth Ave 3rd Level Seattle WA 98104,"(47.60501625, -122.3295729)",47.60501625,-122.3295729
Royal Esquire Club Inc.,206-723-2811,www.royalesquireclub.com,9000,Columbia City,Y,Music,1986,O,1910,,1948,1,1,260,N,,Y,8,Y,Y,Y,,N,,5,,,,,,,0,5016 Rainer Ave S Seattle WA 98118,"(47.556855, -122.284429)",47.556855,-122.284429
Stretch and Staple Canvas Printing Company,(206) 607-9277,www.stretchandstaple.com,1150,Greenwood,N,Service/Supply,2013,R,1930,2019,2008,2,0,,Y,600,Y,5,Y,N,Y,,N,,4,,,,,,,0,8005 Greenwood Ave N. Seattle WA 98103,"(47.687136, -122.355306)",47.687136,-122.355306
Central District Forum for Arts & Ideas,,,,Squire Park,,Performance,,,,,,1,,,,,,,,,,Y,Y,,,,,,,,,0,104 17th Ave S Seattle WA 98144,"(47.6019002, -122.3137703)",47.6019002,-122.3137703
Kind Hand Studio (CLOSED),(206) 618-1447,www.khspottery.com,158,Ballard,N,Arts/Cultural Training or Education,2012,R,,It's month to month.,2000,1,0,0,N,0,,0,,,N,,N,,2,,,,,,2013-12-01T00:00:00.000,1,4775 Ballard Ave NW Seattle WA 98107,"(47.6642404, -122.3810653)",47.6642404,-122.3810653
Seattle Public Library Northgate,(206) 386-1980,www.spl.org,10000,Northgate,Y,Literary,2005,Other,2006,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,10548 5th Ave NE Seattle WA 98125,"(47.7059559, -122.3228384)",47.7059559,-122.3228384
Fucko Alley Gallery,,www.fuckoskateboards.com,400,Northgate,Y,Visual,2013,R,1900,,2013,0,0,0,Y,400,N,0,N,N,N,,N,,4,,,,,,,0,Alley of 10525 Ashworth Ave N Seattle WA 98133,"(47.7060528, -122.3397162)",47.7060528,-122.3397162
Artspace Hiawatha Lofts,(206) 709-7611,www.artspace.org,88843,Central District,Y,Live/Work,2010,Other,2008,0,1979,0,0,0,Y,1500,Y,60,Y,N,N,,N,,5,,,,,,,0,843 Hiawatha Pl S Seattle WA 98144,"(47.5951899, -122.3099181)",47.5951899,-122.3099181
Seattle Center Mural Ampitheater,(206) 684-7200,www.seattlecenter.com,58000,Seattle Center in Uptown,,Multi-use,1962,O,1961,0,1962,0,1,3500,N,0,Y,0,N,Y,N,,N,,5,,,,,,,0,305 Harrison St Seattle WA 98109,"(47.62056855, -122.350491)",47.62056855,-122.350491
University of Washington Hutchison Hall,(206) 543-5140,www.depts.washington.edu/uwdrama/performances/venues.shtml,52000,Universtiy District,,Performance,1938,Other,1927,0,1937,0,3,200,N,0,Partial,,Y,N,N,,N,,5,,,,,,,0,NE Pacific St Seattle WA 98195,"(47.6536581, -122.3168679)",47.6536581,-122.3168679
Seattle Public Library University,(206) 684-4063,www.spl.org,8140,University District,Y,Literary,1909,Other,1910,0,1913,0,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,5009 Roosevelt Way NE Seattle WA 98105,"(47.665541, -122.3178615)",47.665541,-122.3178615
Southeast Seattle Community Youth Orchestra,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
East African Community Services,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,7054 32nd Ave S Seattle WA 98118,"(47.539423, -122.291018)",47.539423,-122.291018
Gallery IMA,(206) 625-0055,www.galleryima.com,3658,Pioneer Square,N,Visual,2006,O,1902,0,2006,6,0,0,Y,3658,,2,Y,Y,N,,N,,3,,,,,,,0,123 S Jackson St Seattle WA 98104,"(47.5989643, -122.3331035)",47.5989643,-122.3331035
University of Washington D Center,(206) 685-0949,www.depts.washington.edu/dcenter/wordpress/,450,University District,Other,Arts/Cultural Administration or Advocacy,2013,Other,1999,,2013,0,0,0,N,0,Y,,N,Y,N,,N,,4,,,,,,,0,Mary Gates Hall University of Washington. Seattle WA 98195,"(47.656761, -122.312027)",47.656761,-122.312027
Math 'n' Stuff,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,8926 Roosevelt Way NE Seattle WA 98115,"(47.693851, -122.317268)",47.693851,-122.317268
Calypte Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,1107 East Denny Way #A2 Seattle WA 98122,"(47.618587, -122.317818)",47.618587,-122.317818
Sub Pop Records,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2013 4th Ave Third Floor Seattle WA 98121,"(47.6132461, -122.3409939)",47.6132461,-122.3409939
Khambatta Dance Company,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,5609 34th Ave SW Seattle Washington 98126,"(47.551598, -122.375336)",47.551598,-122.375336
Bayview Work Lofts,,,,,,Live/Work,,,,,,,,,,,,,,,,,,,,,,,,,,0,168 Western Ave W Seattle WA 98119,"(47.619567, -122.359014)",47.619567,-122.359014
Can Can Kitchen and Cabaret,(206) 652-0832,www.thecancan.com,500,Pike Market,N,Performance,2005,R,1920,,2005,1,1,58,N,,Y,0,N,N,Y,,N,,5,,,,,,,0,Pike Place Market 94 Pike St. Seattle WA 98101,"(47.608811, -122.340249)",47.608811,-122.340249
Barnes & Noble - Westwood Village,,,,,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,0,2600 SW Barton St Suite E-1 Seattle WA 98126,"(47.521026, -122.363573)",47.521026,-122.363573
Seattle Musical Theatre,(206) 393-2809,www.seattlemusicaltheatre.org,5000,Laurelhurst/Sand Point,Y,Performance,2006,R,1941,2018,1978,2,1,387,N,,Partial,0,Y,Y,Y,,Y,,2,,,,,,,0,7400 Sand Point Way NE #101N Seattle WA 98103,"(47.68239, -122.26369)",47.68239,-122.26369
Landmark Guild 45th,,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01T00:00:00.000,1,2115 N 45th St Seattle WA 98103,"(47.66112015, -122.3330128)",47.66112015,-122.3330128
Brace Point Pottery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,4208 SW 100th St Seattle WA 98146,"(47.513939, -122.38636)",47.513939,-122.38636
Emerald City Guitars,,,,Pioneer Square,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,83 S Washington St Seattle WA 98104,"(47.600886, -122.334547)",47.600886,-122.334547
Lo-Fi Performance Gallery,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,429 Eastlake Ave E Seattle WA 98109,"(47.6229209, -122.3293344)",47.6229209,-122.3293344
12th Ave Arts,,http://www.blackboxoperations.org/,7750,Capitol Hill,N,Performance,2014,R,2014,,2014,0,2,230,N,,Y,,Y,Y,Y,,P,,5,4,General,General,N/A,N/A,,,1620 12th Ave #101,"(47.615572, -122.316789)",47.615572,-122.316789
Flying House Productions,(206) 323-0750,www.flyinghouse.org,4000,First Hill,Y,Music,1993,O,1960,0,1979,2,0,0,N,0,Y,12,Y,Y,N,,Y,,5,,,,,,,0,319 12th Ave Seattle WA 98122,"(47.60502955, -122.3171573)",47.60502955,-122.3171573
Triple Door Theater and Musicquarium Lounge,(206) 838-4333,www.thetripledoor.net,18656,Downtown,N,Music,2003,O,1926,0,2003,0,1,275,N,0,Y,,Y,Y,Y,,N,,5,,,,,,,0,216 Union St Seattle WA 98101,"(47.6086439, -122.337685)",47.6086439,-122.337685
Northwest Encaustic,(206) 291-7775,www.nwencaustic.com,800,West Seattle,N,Arts/Cultural Training or Education,2008,R,1965,,2008,0,0,12,Y,1200,Partial,5,Y,Y,N,,N,,5,,,,,,,0,7150 44th Ave SW Seattle WA 98136,"(47.539026, -122.388536)",47.539026,-122.388536
OutWest,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,5401 California Ave SW Seattle WA 98136,"(47.553764, -122.387314)",47.553764,-122.387314
Glassbox,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,831 Seattle Blvd S Seattle WA 98134,"(47.595059, -122.326235)",47.595059,-122.326235
Bad Animals,,http://badanimals.com/,,Belltown,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,2212 4th Ave Seattle WA 98121,"(47.6151383, -122.342923)",47.6151383,-122.342923
De Cajon Project,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Georgetown Trailer Park Mall,(206) 767-0331,www.georgetowntrailerpark.com,3000,Georgetown,Y,Visual,2011,R,,It's month to month.,2009,1,1,,Y,200,,12,,Y,N,,N,,3,,,,,,,0,5805 Airport Way S Seattle WA 98108,"(47.55059151, -122.3183935)",47.55059151,-122.3183935
Gallery IMA,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,123 S Jackson St,"(47.598928, -122.333157)",47.598928,-122.333157
El Centro de la Raza,(206) 329-9442,http://www.elcentrodelaraza.org/,54548,Beacon Hill,Y,Community Center,1972,O,1911,0,1972,0,0,0,N,0,Y,130,,Y,N,,Y,,5,,,,,,,0,2524 16th Ave S Seattle WA 98144,"(47.5803398, -122.3112978)",47.5803398,-122.3112978
